Suma de ECI,Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,-0.974517,-0.757384,-0.706845,-0.493552,-0.587674,-0.674242,-0.503316,-0.492994,-0.612634,-0.481644,-0.493307,-0.402084,-0.656455,-0.531246,-0.67204,-0.767292,-0.914223,-0.900972,-0.857857,-0.69011,-0.86529,-0.795192,-0.857056,-0.798989,-0.889779,-0.88285,-0.957365,-0.972881,-0.943227,-0.961847,-0.804891,-0.612841,-0.645988,-0.682574,-0.533852,-0.50479,-0.616288,-0.633126,-0.601299,-0.566719,-0.603935,-0.516896,-0.602863,-0.582084,-0.592209,-0.511621,-0.577246,-0.619805,-0.645452,-0.982503,-1.10231,-0.63956,-0.767192,-0.676455,-37.717363
Peru,-0.867455,-0.735034,-0.566836,-0.593102,-0.697814,-0.688604,-0.907499,-0.826122,-0.795581,-0.800638,-0.711308,-0.632461,-0.532239,-0.521048,-0.600074,-0.220861,-0.165561,-0.285008,-0.38563,-0.40929,-0.420794,-0.388779,-0.293198,-0.380444,-0.24436,-0.270606,-0.3134,-0.206643,-0.322969,-0.411949,-0.52763,-0.431251,-0.425053,-0.453811,-0.519939,-0.452241,-0.454346,-0.504695,-0.537658,-0.514557,-0.648479,-0.579638,-0.554171,-0.614336,-0.635521,-0.669472,-0.63866,-0.746415,-0.742204,-1.01445,-0.956349,-0.645699,-0.565693,-0.598962,-29.626537
Philippines,-0.51525,-0.610326,-0.598227,-0.590185,-0.479011,-0.540272,-0.477216,-0.447083,-0.55777,-0.600374,-0.481102,-0.189632,-0.177066,-0.3233,-0.145795,-0.212291,-0.140206,-0.153217,-0.13915,-0.202809,-0.149925,-0.214845,-0.33671,-0.327704,-0.332234,-0.211546,-0.139151,-0.042884,0.002339,-0.146981,-0.108895,-0.119353,-0.264709,-0.193581,-0.29749,-0.278829,-0.051153,-0.067078,-0.025559,-0.005396,-0.0344,-0.119035,-0.000206,0.123978,0.193846,0.185253,0.209171,0.331523,0.394726,0.341858,0.477815,0.111666,0.220265,0.381087,-8.074419
Poland,1.04121,1.16368,1.08374,0.995543,0.882682,0.893808,0.833854,0.875648,0.844756,0.890208,0.879724,0.997645,0.868974,0.86358,0.833613,0.885866,0.983217,1.02368,1.01759,0.935998,0.70727,0.669572,0.707914,0.803996,0.80849,0.791207,0.70377,0.666141,0.542584,0.550205,0.600638,0.659829,0.752045,0.801098,0.830855,0.814231,0.902565,0.939812,0.941757,0.897007,0.899269,0.967138,0.968439,0.978851,1.0255,1.02992,1.03324,1.07468,0.960828,0.817343,0.839266,1.10641,1.09864,1.09432,47.779846
Portugal,0.994583,0.989054,0.851548,0.909755,0.895702,0.946908,0.940221,0.947728,0.897661,0.902619,0.82155,0.854045,0.69349,0.740047,0.766385,0.862483,0.84277,0.841855,0.910184,0.894749,0.786569,0.850207,0.759677,0.725108,0.75562,0.670288,0.651649,0.657358,0.6708,0.479471,0.365271,0.407458,0.403863,0.420509,0.461456,0.448254,0.54534,0.554852,0.539252,0.488495,0.559365,0.627309,0.638432,0.637016,0.677586,0.6909,0.706405,0.650139,0.6184,0.433862,0.4937,0.255319,0.26363,0.258555,36.655452
Qatar,0.305953,-0.149036,-0.410999,-1.56943,-1.61823,-0.645333,-0.07853,0.046028,0.609986,-0.700533,-0.961946,-1.13544,0.343811,-0.027909,-0.796915,0.112702,0.307791,-0.195983,-0.301367,-0.091036,0.05032,0.370036,0.507998,0.329535,0.292962,0.271141,0.101576,-0.28138,-0.455776,-0.618398,-0.322743,-0.619172,-0.606565,-0.709645,-0.67805,-0.829927,-0.566883,-0.488146,-0.309149,-0.418974,0.1045,0.024745,-0.164568,-0.052826,-0.332957,-0.175169,-0.321962,-0.395827,-0.390929,-0.41667,-0.264365,0.322636,0.499297,0.396207,-13.105544
Republic of the Congo,-0.930207,-0.777529,-1.01512,-0.85448,-0.857768,-0.844418,-0.96419,-0.964024,-1.07979,-1.17314,-1.22077,-1.21109,-1.51863,-1.50926,-1.24883,-1.13528,-1.19202,-1.66323,-1.67642,-1.69718,-1.68953,-1.57239,-1.59555,-1.56447,-1.35371,-1.48802,-1.50959,-1.61876,-1.5417,-1.45875,-1.52143,-1.41008,-0.845544,-1.29766,-1.24502,-1.45647,-1.42348,-1.25988,-1.30159,-1.35403,-1.41438,-1.56017,-1.6858,-1.82685,-1.89518,-1.79244,-1.77145,-1.21695,-1.12329,-0.675039,-0.730753,-1.03802,-1.07835,-0.898092,-70.747794
Romania,0.280962,0.386979,0.319795,0.404673,0.464902,0.633043,0.606859,0.697563,0.740619,0.774934,0.671174,0.621123,0.605972,0.620529,0.703638,0.696607,0.607707,0.648055,0.722751,0.69736,0.696714,0.764502,0.780271,0.758278,0.804159,0.806016,0.798893,0.693089,0.607645,0.55807,0.426141,0.469295,0.48008,0.467421,0.491754,0.464376,0.474142,0.441733,0.459015,0.373828,0.320218,0.42384,0.493627,0.673123,0.731384,0.685378,0.698277,0.73466,0.70694,0.751166,0.787654,0.561038,0.620618,0.713669,32.622259
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09975,0.057938,0.061145,0.148674,0.297075,0.469322,0.593549,0.600178,0.556283,0.580501,0.515668,0.65224,0.568381,0.557305,0.607811,0.510294,0.262064,0.236851,0.153215,0.009965,0.077047,0.048022,0.008439,0.855036,0.8547,0.852045,10.033998
Saudi Arabia,-0.529598,-0.67636,-0.831977,-0.847359,-0.943115,-0.62291,-0.879255,-1.01507,-0.924268,-1.46699,-1.89302,-1.88804,-1.48968,-1.87989,-2.29486,-1.71692,-2.1413,-2.17624,-2.17477,-0.392052,-0.746958,-1.2505,-0.779577,-0.22444,-0.209904,-0.027672,0.010843,0.152447,-0.207551,-0.241864,0.154833,0.042888,-0.004363,-0.142044,0.245782,0.133691,-0.104429,-0.047194,-0.054635,0.104983,0.155848,-0.074557,-0.14292,-0.153061,-0.587461,-0.424999,0.159707,-0.074789,-0.07214,-0.462099,-0.369927,0.870754,0.819673,0.747155,-29.588154
Senegal,-0.622882,-0.621901,-0.546367,-0.45705,-0.377609,-0.425614,-0.503889,-0.449499,-0.308306,-0.311544,-0.338371,-0.328214,-0.612047,-0.472473,-0.564835,-0.521327,-0.502146,-0.22909,-0.164245,-0.158381,-0.622272,-0.521592,-0.609679,-0.710488,-0.726655,-0.637763,-0.788705,-0.712496,-0.880943,-0.92972,-1.09304,-0.794811,-1.14286,-0.839209,-0.973323,-0.87581,-0.793548,-0.888731,-0.931708,-0.972446,-0.872446,-0.809369,-0.821983,-0.889482,-0.910768,-1.00621,-1.09485,-0.810511,-0.622244,-0.744196,-0.721723,-0.498182,-0.583953,-0.518687,-35.866193
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.620072,0.678498,0.63928,0.658953,0.621737,0.590053,0.562507,0.361921,0.366673,0.520936,0.546327,0.532947,6.699904
Singapore,0.399384,0.273399,0.176202,0.23718,0.256625,0.131842,0.063316,0.010946,0.207166,0.286793,0.296666,0.29783,0.318454,0.40171,0.274431,0.169053,0.160756,0.216724,0.277628,0.345051,0.636899,0.516443,0.703919,0.623209,0.671827,0.648095,0.722376,0.761109,0.941948,0.857566,0.940113,1.0629,1.08779,0.983781,1.09548,1.32845,1.55217,1.51534,1.62663,1.53699,1.63902,1.5652,1.46932,1.55653,1.49843,1.57804,1.58854,1.68651,1.70347,1.71717,1.71171,1.746,1.79973,1.86534,47.739201
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20247,1.23843,1.26368,1.21663,1.23372,1.2153,1.20047,1.24483,1.2636,1.23843,1.20213,1.20926,1.28788,1.27784,1.20851,1.26737,1.271,1.35695,1.37252,1.3272,1.21794,1.20436,1.31956,1.34513,1.3402,31.52541
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43562,1.38116,1.39101,1.42703,1.3489,1.34636,1.306,1.34999,1.39814,1.45239,1.42297,1.42282,1.55648,1.54609,1.49585,1.44105,1.39082,1.41407,1.38479,1.46906,1.43073,1.4359,1.41088,1.42499,1.44739,1.4319,36.96239
South Africa,-0.256571,-0.350745,-0.246495,-0.283275,-0.383453,-0.409667,-0.365206,-0.288454,-0.290437,-0.299252,-0.290143,-0.25239,-0.320777,-0.153402,-0.225034,-0.149801,-0.085272,-0.082639,-0.084774,-0.113556,-0.195382,-0.188012,-0.100059,-0.254265,-0.307473,-0.348081,-0.24657,-0.168412,-0.025986,0.024123,0.113564,0.108519,0.172478,0.252567,0.233557,0.266418,0.195963,0.102827,0.055371,0.128366,0.094685,0.16654,0.237984,0.165269,0.142773,0.074112,0.119045,0.016592,-0.023795,-0.192079,-0.204966,0.303549,0.28477,0.268797,-3.658554
South Korea,0.651934,0.689753,0.829615,0.773875,0.708068,0.732955,0.621873,0.627842,0.626045,0.761627,0.821309,0.829413,0.753741,0.682189,0.767752,0.819243,0.85489,0.902423,0.885554,0.870192,0.925091,0.938733,0.903033,0.919086,0.946263,0.834166,0.898145,0.876456,0.941965,0.821888,0.855669,0.9454,1.02663,1.14944,1.03141,1.10914,1.19698,1.23895,1.29563,1.31421,1.27258,1.41097,1.52046,1.54709,1.52745,1.49631,1.57505,1.70696,1.64658,1.82762,1.90646,1.65462,1.69142,1.77613,57.938278
Spain,0.593436,0.584555,0.603584,0.643186,0.602475,0.805464,0.864415,0.916294,0.921629,0.903208,0.950058,0.9951,0.821651,0.913434,1.00921,1.05235,1.06151,1.04731,1.08526,1.12307,1.12951,1.22884,1.11757,1.14212,1.14524,1.19786,1.19007,1.14192,1.21133,1.25191,1.22672,1.26353,1.19306,1.17464,1.09293,1.05449,1.10231,1.14719,1.15073,1.04465,1.04322,1.0347,1.02466,1.02372,1.01644,1.02007,1.01742,0.980784,0.842403,0.700457,0.701443,0.820536,0.80013,0.777415,53.507217
Sri Lanka,-1.19702,-1.14666,-1.12994,-1.05778,-1.11778,-0.908343,-0.94655,-1.0083,-1.11622,-0.898494,-0.983562,-0.887723,-1.05163,-0.851707,-0.807947,-0.61599,-0.585217,-0.603583,-0.640165,-0.670908,-0.527826,-0.558963,-0.449493,-0.630882,-0.49977,-0.620797,-0.482596,-0.446405,-0.319451,-0.474121,-0.655767,-0.681331,-0.818788,-0.782064,-0.70323,-0.60947,-0.549153,-0.575275,-0.618172,-0.62927,-0.59254,-0.543395,-0.49913,-0.429014,-0.413415,-0.404041,-0.462231,-0.482129,-0.368732,-0.530163,-0.369437,-1.05527,-0.972538,-0.901589,-37.881967
Sudan,-1.35926,-1.38004,-1.20651,-1.36767,-1.18166,-1.39571,-1.30781,-1.54086,-1.3197,-1.2759,-1.01438,-1.05126,-1.17056,-1.25543,-1.29886,-1.19936,-1.25879,-1.14672,-1.06056,-1.08322,-1.11237,-0.836808,-1.08179,-0.933388,-1.12616,-1.18061,-0.97173,-0.769087,-0.934142,-1.00416,-0.884069,-0.919266,-0.97249,-0.996098,-1.21251,-1.15646,-1.44871,-1.48732,-1.4476,-1.5408,-1.57514,-1.82539,-1.99046,-2.07678,-1.94729,-2.02485,-1.8002,-1.93445,-1.65831,-1.873,-1.84461,-1.53738,-1.63482,-1.45787,-72.070378
Sweden,2.17513,2.06048,2.02008,2.06452,2.05498,1.97973,1.98691,1.91456,2.03225,2.0072,1.97976,1.94479,1.78681,1.81863,1.91341,1.95309,1.92992,1.93062,1.89183,1.88134,1.91398,2.0021,2.02929,2.06501,2.08118,2.1338,2.16649,2.18277,2.25942,2.22944,2.21793,2.14061,2.15152,2.10031,1.96355,1.9692,1.97269,1.98924,2.0381,2.09665,2.08697,2.02943,1.94426,1.91852,1.89436,1.80167,1.75419,1.80518,1.75179,1.75214,1.6459,1.92429,1.86277,1.80773,107.00852
Switzerland,2.18665,2.18988,2.12901,2.12217,2.1625,2.09088,2.13549,2.01508,2.04004,1.98867,1.93517,1.82118,1.69141,1.73321,1.813,1.99453,2.00572,1.92464,1.79668,1.83181,1.97263,2.0112,2.04334,2.1349,2.08125,2.10865,2.20354,2.25586,2.32899,2.28569,2.24492,2.26769,2.2797,2.22311,2.20498,2.20565,2.18502,2.24412,2.19269,2.12764,2.05783,2.06907,2.05479,1.99311,1.92034,1.91828,1.91575,1.95964,2.01041,2.05181,1.99456,2.15805,2.22117,2.24386,111.77796
Syria,-0.67562,-0.366523,-0.201459,-0.29768,-0.255758,-0.502398,-0.433337,-0.289283,-0.387965,-0.35571,-0.202059,-0.12899,0.700835,0.769084,0.720633,0.165746,-0.402598,-0.359806,-0.1311,-0.30833,-0.229593,-0.357534,-0.282584,-0.41874,-0.424702,-0.508874,-0.540398,-0.474933,-0.733972,-0.92472,-0.734558,-0.91366,-1.08399,-1.05905,-1.0725,-1.05652,-1.02673,-1.04357,-1.08415,-0.941886,-0.86175,-0.749744,-0.694426,-0.685109,-0.528191,-0.499214,-0.507876,-0.670493,,,,,-0.633554,-0.744963,-24.430302
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.17436,-1.03731,-1.10384,-3.31551
Tanzania,-1.42834,-1.27937,-1.33051,-1.29203,-1.23856,-1.30574,-1.23245,-1.25281,-1.27276,-1.16077,-1.24789,-1.25273,-1.24371,-1.13742,-1.22402,-1.11669,-0.88241,-0.881603,-0.793757,-1.14815,-1.05332,-0.890427,-0.922606,-1.01029,-1.21869,-1.15103,-1.09958,-1.20393,-1.1225,-1.21508,-1.13622,-1.26575,-1.31053,-1.21963,-1.29562,-1.15902,-1.27194,-1.23882,-1.27368,-1.14524,-1.19819,-1.17276,-1.19109,-1.17687,-1.1291,-1.0167,-1.07147,-0.995243,-0.730645,-0.919298,-1.03347,-0.879252,-0.97857,-1.01705,-61.435331
Thailand,-0.901017,-0.968943,-0.974265,-1.02722,-0.870876,-0.841727,-0.826566,-0.852995,-0.778683,-0.636195,-0.512015,-0.51068,-0.484416,-0.40357,-0.269411,-0.199437,-0.178685,-0.152445,-0.174918,-0.322116,-0.021323,-0.053782,-0.196221,-0.165517,-0.059027,-0.058231,0.028856,0.059329,0.181246,0.140791,0.114266,0.134664,0.08527,0.170387,0.14429,0.249545,0.371248,0.393173,0.435905,0.418108,0.446709,0.463214,0.433048,0.491304,0.510058,0.606687,0.736971,0.870845,0.964292,0.87724,0.955651,0.590169,0.650521,0.711704,-0.20479
Togo,-0.983611,-1.16107,-1.16147,-0.982953,-1.01094,-1.36065,-1.07225,-0.6516,-0.533978,-0.462118,-0.765912,-0.549275,-0.861637,-0.911725,-1.19283,-1.0105,-1.31044,-1.26752,-1.57902,-1.63595,-1.50714,-1.58361,-1.37642,-1.40066,-1.47951,-1.42253,-1.30555,-0.74779,-0.852755,-0.75393,-1.28427,-1.377,-1.31135,-1.12366,-0.993679,-1.23014,-0.983632,-0.560002,-0.471307,-0.676074,-0.758799,-0.856163,-0.931563,-0.895164,-0.707087,-0.825125,-0.965744,-0.837184,-0.778208,-0.671987,-0.462205,,,,-51.595687
Trinidad and Tobago,-0.368787,-0.469977,-0.279269,-0.183314,0.019173,0.136406,0.01314,0.351749,0.44187,0.254467,0.171132,-0.091113,-0.254482,-0.503068,-0.179923,-0.395649,-0.693578,-0.282267,-0.195771,-0.113493,-0.194203,-0.226116,0.094595,-0.077639,-0.024489,0.21133,0.144432,0.23397,0.152904,0.280493,0.224247,-0.019194,0.049676,0.01063,0.1096,0.080107,-0.013316,0.058879,0.096957,0.071435,0.003869,0.033114,-0.015152,-0.153895,-0.665608,-0.578275,-0.466174,-0.567857,-0.858712,,,-0.219598,-0.174918,-0.0506048,-5.0722668
Tunisia,-0.262712,-0.25883,-0.181228,-0.299681,-0.239807,-0.084226,-0.134677,-0.214765,-0.277761,-0.191241,-0.109595,-0.026107,-0.171232,-0.242852,-0.263188,-0.163192,-0.078853,-0.044769,0.097075,0.092105,0.071816,0.076952,0.064443,0.128234,0.130735,-0.025771,-0.030626,-0.114127,0.028,-0.047817,-0.13953,-0.149132,-0.454045,-0.521211,-0.487393,-0.371227,-0.335308,-0.176462,-0.17907,-0.316525,-0.279088,-0.159174,-0.131907,-0.002222,0.045962,-0.002907,0.073213,0.233429,0.291069,0.16411,0.214778,-0.323836,-0.323494,-0.287626,-6.391293
Turkey,-0.771236,-0.693839,-0.715804,-0.835135,-0.864073,-0.850097,-0.545683,-0.515846,-0.467437,-0.337298,-0.289211,-0.23484,0.015191,-0.036495,-0.113783,-0.141234,-0.088335,0.064652,0.267097,0.422683,0.18852,0.14437,0.118645,0.219343,0.270537,0.158364,0.143942,0.150355,0.175993,0.092905,0.035269,0.102971,0.003711,0.099291,0.065294,0.08533,0.096253,0.103766,0.05963,0.176945,0.177247,0.252509,0.366668,0.413431,0.434059,0.408188,0.432695,0.42938,0.450234,0.287393,0.378481,0.133999,0.150909,0.175726,0.25163
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.53812,-0.83731,-0.920734,-0.737921,-0.795773,-0.613978,-0.792971,-0.815293,-0.995334,-1.1145,-0.943435,-0.952721,-0.940244,-0.915679,-0.757745,-0.917194,-0.891974,-0.8061,-0.783954,-1.00593,-1.09788,,,-1.48447,-1.27173,-1.19506,-22.12605
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.379853,-0.383244,-0.512514,-1.275611
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056669,0.127406,0.122931,0.062267,0.568178,0.5933,0.647333,0.562931,0.484355,0.458828,0.475434,0.488237,0.551859,0.595211,0.553144,0.601226,0.551676,0.526113,0.51783,0.480965,0.469842,0.28954,0.268345,0.658954,0.619115,0.556886,11.888575
United Arab Emirates,,,,,1.02527,0.693872,-0.734606,-0.325083,-0.483392,-1.16526,-0.491762,-1.15238,1.02117,0.786587,0.216543,-0.105964,0.171413,-0.075462,-0.47584,-0.706481,-0.476698,-0.392549,-0.085901,-0.11452,-0.011708,0.062544,-0.222188,-0.307082,-0.419576,-0.458894,-0.422395,-0.350496,-0.41129,-0.242739,-0.291874,-0.306447,-0.407031,-0.447912,-0.312063,-0.157405,-0.090661,-0.085822,0.027597,-0.021976,-0.087372,-0.090659,0.022855,0.030733,-0.009763,-0.090032,-0.362895,0.124122,0.0911202,0.128674,-7.9916778
United Kingdom,2.07395,2.05671,1.98672,2.03884,2.0158,2.03973,2.0578,2.03752,2.03438,2.04552,1.93043,1.8346,1.6602,1.72792,1.79062,1.84999,1.85741,1.8527,1.82493,1.81516,1.87932,1.91522,1.86948,1.84502,1.8197,1.85354,1.8885,1.92482,1.94726,1.90245,1.8913,1.81848,1.80903,1.82057,1.83921,1.95509,1.97386,1.9704,1.99456,1.94824,1.89629,1.77065,1.72653,1.7096,1.67044,1.61184,1.57193,1.54878,1.49378,1.45544,1.40296,1.6425,1.5493,1.53259,98.97961
United States,1.76765,1.78979,1.73973,1.75501,1.80736,1.82113,1.75874,1.69342,1.71798,1.67185,1.63622,1.52574,1.40271,1.48685,1.44382,1.50259,1.5004,1.51882,1.46216,1.45447,1.60668,1.65658,1.68473,1.62452,1.52115,1.53479,1.50659,1.62518,1.69659,1.73991,1.82759,1.77051,1.83305,1.82767,1.81703,1.85634,1.86251,1.85189,1.87944,1.85046,1.76594,1.74324,1.66414,1.62483,1.58866,1.53293,1.49428,1.49138,1.45359,1.43702,1.30167,1.8166,1.78168,1.75541,89.48102
Uruguay,0.16825,0.265711,0.305691,0.278787,0.335919,0.180582,0.261768,0.298024,0.271904,0.322398,0.405485,0.408375,0.429916,0.348066,0.276794,0.33441,0.34675,0.308764,0.336185,0.288617,0.349433,0.435058,0.398713,0.404771,0.343907,0.208406,0.133127,0.065365,0.036769,0.137513,0.287779,0.317795,0.281436,0.186327,0.192193,0.150169,0.151318,0.11815,0.023785,0.096728,-0.045061,0.017114,0.009544,0.065203,0.0148,0.092839,0.201715,0.081756,-0.003597,-0.330617,-0.349791,0.220677,0.177011,0.207869,10.8506
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.349566,-0.36545,-0.577566,-0.695181,-0.329384,-0.257701,-0.129301,-0.502809,-0.620734,-0.819991,-0.701587,-0.463409,-0.453,-0.433318,-0.430205,-0.494788,-0.381779,-0.464363,-0.440298,-0.555588,-0.531504,,,-0.873889,-0.895987,-0.847152,-12.61455
Venezuela,-0.145733,-0.29573,-0.253681,-0.290236,-0.394938,-0.424707,-0.687622,-0.88009,-0.572191,-0.720852,-1.2073,-1.10367,-0.985057,-1.21212,-1.08701,-1.04601,-1.36645,-1.35676,-1.04203,-0.87396,-0.671298,-0.348603,-0.224144,-0.142738,-0.310206,-0.20186,-0.249176,0.046246,-0.083257,-0.328245,-0.187383,-0.084909,-0.082202,-0.131131,0.01211,0.168625,-0.020923,-0.136609,-0.07666,-0.062459,-0.134651,-0.147508,-0.163963,-0.342388,-0.674475,-0.594428,-0.600758,-0.811479,-1.12529,-0.942948,,,-0.667168,-0.655229,-25.921254
Vietnam,-0.518447,-0.499506,-0.284037,-0.216628,-0.015737,-0.201158,-0.021656,-0.234389,-0.195863,-0.189671,-0.150127,-0.10675,-0.326853,-0.224908,-0.203335,-0.438961,-0.322191,-0.349642,-0.611483,-0.742823,-0.783679,-0.726897,-0.771785,-0.984498,-1.02124,-1.02634,-0.921859,-0.981722,-0.963484,-1.04231,-1.04169,-0.928968,-0.885671,-0.841634,-0.784948,-0.765394,-0.709704,-0.633173,-0.612566,-0.630272,-0.653033,-0.632908,-0.518922,-0.378907,-0.320109,-0.350821,-0.350102,-0.215986,-0.104485,-0.231462,-0.129961,-0.707104,-0.669703,-0.623084,-28.798586
Yemen,,,,,,,,,,,,,,,,,,,,,0.318063,0.251636,0.062197,0.141871,-0.908052,-0.978779,-1.07125,-0.842516,-0.768928,-0.654439,-0.585367,-0.990987,-1.33012,-1.25966,-1.50222,-1.60913,-1.51089,-1.57309,-1.48922,-1.44892,-1.56273,-1.54465,-1.51778,-1.39501,-1.48326,-1.37207,-1.54769,-1.22062,-1.14902,-1.34438,,-0.912604,-0.757001,-0.97195,-34.528566
Zambia,-0.605599,-0.774049,-0.541125,-0.743592,-0.792187,-0.842796,-1.29254,-1.19932,-1.27385,-1.09525,-1.00321,-0.868636,-0.911014,-0.937637,-0.85791,-0.780084,-0.732815,-0.51962,-0.704497,-0.759663,-0.838919,-0.609474,-0.517998,-0.416354,-0.456881,-0.67636,-0.700076,-0.907232,-1.05388,-0.98827,-1.06644,-0.891487,-0.874625,-0.95923,-0.846865,-0.960927,-0.990725,-1.10573,-0.99658,-1.09653,-0.934754,-0.925683,-1.17274,-0.921299,-0.984426,-1.06916,-1.01419,-0.750633,-0.621731,-0.731336,-0.544915,-0.219831,-0.367271,-0.514087,-44.962033
Zimbabwe,,-0.333738,0.732448,0.718401,0.922071,1.08494,1.15234,1.1095,0.959187,0.972448,1.00227,1.08859,0.761066,0.510551,0.14211,0.352027,-0.514413,-0.60849,-0.395937,-0.738731,-0.751496,-0.69842,-0.662716,-0.638385,-0.740906,-0.69104,-0.604088,-0.573003,-0.439256,-0.633409,-0.453192,-0.294163,-0.243137,-0.366698,-0.507259,-0.538359,-0.450373,-0.48607,-0.53834,-0.343785,-0.373302,-0.395862,-0.404289,-0.495619,-0.452638,-0.66792,-0.803228,-0.918402,-1.00205,-1.04674,-0.844104,-0.697917,-0.707958,-0.811801,-11.359285
Valor Total,1.366567,1.283757,1.305401,1.288634,1.155007,1.344598,1.364868,1.443906,1.492872,1.416826,1.338383,1.280123,1.577419,1.525157,1.351749,1.509642,1E-06,-1.6E-05,1E-05,1.5E-05,1.8E-05,-1.3E-05,2E-06,7E-06,9E-06,-1.6E-05,-4E-06,-7E-06,-1.4E-05,-7E-06,-1.2E-05,-3.7E-05,2E-06,-3E-06,-1.4E-05,-1.8E-05,-3E-05,1.8E-05,1.5E-05,-1.3E-05,2E-05,-1.8E-05,-2.7E-05,-1.2E-05,2.5E-05,-9E-06,-9E-06,-5E-06,1.774547,-3.1E-05,2.29841,5.2575598,-1.06E-05,1.78E-05,31.37526
